ID;Cim;Ajanlatkérõ;Nyertes;Ár;Konzorciumi tagokra számolt ár;CRI;URL
62224;Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport;Budapest Fõváros Önkormányzata;Magyar Aszfalt Korlátolt Felelõsségû Társaság;49348172;49348172;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3810_2008
62225;Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport;Budapest Fõváros Önkormányzata;HIDTECHNIKA HIDÉPITÖ, KARBANTARTO ÉS SZIGETELÖ KFT;88589770;88589770;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3810_2008
62226;Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport;Budapest Fõváros Önkormányzata;POLAR-HÚSZ Híd, Út és Szerkezetépitõ Korlátolt Felelõsségü Társaság;74450000;74450000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3810_2008
62227;Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport;Budapest Fõváros Önkormányzata;Mota Engil Zrt.;5014494;5014494;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3810_2008
62228;Budapest, 2007. évi híd-, mûtárgy felújítási munkák 1. csoport;Budapest Fõváros Önkormányzata;Mota Engil Zrt.;13672993;13672993;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3810_2008
62229;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;PANNON-FREYSSINET Fõvállalkozó Korlátolt Felelõsségû Társaság;2000000;2000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62230;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;Pont-TERV Mérnöki Tervezõ és Tanácsadó Zártkörû Részvénytársaság;7260000;7260000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62231;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;PANNON-FREYSSINET Fõvállalkozó Korlátolt Felelõsségû Társaság;5700000;5700000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62232;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;Pont-TERV Mérnöki Tervezõ és Tanácsadó Zártkörû Részvénytársaság;11800000;11800000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62233;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;PANNON-FREYSSINET Fõvállalkozó Korlátolt Felelõsségû Társaság;2000000;2000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62234;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;PANNON-FREYSSINET Fõvállalkozó Korlátolt Felelõsségû Társaság;3450000;3450000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62235;Budapesti hidak, felüljárók és mûtárgyak 2007. évi fõ- és célvizsgálatainak elvégzése;Budapest Fõváros Önkormányzata;PANNON-FREYSSINET Fõvállalkozó Korlátolt Felelõsségû Társaság;6300000;6300000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3807_2008
62248;?Szociálpolitikai Integrált Információs Rendszer III. ütem megvalósítása?;Budapest Fõváros Önkormányzata;IQSYS Informatikai és Tanácsadó Zártkörûen Mûködõ Részvénytársaság;24990000;24990000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_3823_2008
62299;Budapest, VII. ker. Dob u. 23-27. szám alatti kivitelezés (32 lakás, 4 fszt-i üzlethelyiség);Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;Progress-B'90 Építõipari és Fõvállalkozó Zártkörûen Mûködõ Részvénytársaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4340_2008
62301;ügyvédi megbízási szerzõdés;Budapest Fõváros Önkormányzata;BÁCSATYAI ÜGYVÉDI IRODA;11520000;11520000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_2780_2008
62313;Budapest Fõváros XI. Kerület Önkormányzata területén kiemelt szintû parkfenntartás - 2008.;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;PANNON PARK PARKFENNTARTÓ ÉS PARKÉPITÕ KORLÁTOLT FELELÕSSÉGÛ  TÁRSASÁG;14972032;14972032;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4843_2008
62317;Budapest Fõváros Levéltára épületének komplett takarítása;Budapest Fõváros Levéltára;KIPSZER Elektromos Szerelõ Zártkörûen Mûködõ Részvénytársaság;48378103;48378103;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4287_2008
62386;Átmeneti Gyermekotthon /Breznó köz/ rekonstrukció kivitelezése;Budapest Fõváros Önkormányzata;Tisza Joule Szolgáltató és Kereskedelmi Kft;115488744;115488744;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5349_2008
62402;ingatlan bérbevétel;Budapest XVIII. Kerület Pestszentlõrinc-Pestszentimre Önkormányzata;PHARMANOVA Vagyonkezelõ zártkörûen mûködõ Részvénytársaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5959_2008
62423;Budai II. László Stadion sportvilágítás kiépítése, tájékoztató az eljárás eredményérõl;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;RONEKO IPARI, SZOLGÁLTATO ÉS KERESKEDELMI KFT;102000000;102000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6598_2008
62428;ügyvédi megbízási szerzõdés;Budapest Fõváros Önkormányzata;Polgár & Bebõk Ügyvédi Iroda;15000000;15000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6397_2008
62433;Budapest Fõváros Levéltára épületének élõerõs vagyonvédelmi és recepciós szolgálat ellátása;Budapest Fõváros Levéltára;HUNÉP-UNISZOL Szolgáltató és Építõipari Zártkörûen Mûködõ Részvénytársaság;40487040;40487040;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6096_2008
62436;VIII.ker. Tolnai u. 3 alatti ingatlanok beszerzése,- nemz.táj;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;HADAR ROYAL Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;26800000;26800000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5915_2008
62494;Fõpolgármesteri Hivatal épülete elektromos hálózata felújításának kivitelezése ? kiegészítõ építési beruházások megrendelése;Budapest Fõváros Önkormányzata;BAU-SYSTEM ÉPITÕIPARI, SZOLGÁLTATÓ ÉS KERESKEDELMI KFT.;11000000;11000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6828_2008
62531;Informatikai rendszer üzemeltetési, karbantartási, szoftverkövetési és szoftverfejlesztési feladatainak ellátása;Budapest XVIII. Kerület Pestszentlõrinc-Pestszentimre Önkormányzata;Delta Informatika Kereskedelmi és Szolgáltató Zártkörûen Mûködõ Részvénytársaság;35910000;35910000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7912_2008
62542;étkezési utalványok beszerzése;Budapest Fõváros VI. Kerület Terézváros Önkormányzatának Polgármesteri Hivatala;SODEXO PASS HUNGÁRIA Kft;38535144;38535144;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5877_2008
62549;Vörösmarty M. Ált. Iskola és Logopédiai intézet - tájékoztató az eljárás eredményérõl;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DILETÁL-BAU Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;164220000;164220000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8298_2008
62562;folyószámla hitelkeret-szerzõdés;Budapest Fõváros VI. Kerület Terézváros Önkormányzata;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6939_2008
62578;generál kivitelezési szerzõdés a XIII. kerület Révész utca 10-12. szám alatti gyermek és felnõtt orvosi rendelõintézet és gyógyszertár rekonstrukciójára;Budapest Fõváros XIII. Kerületi Önkormányzat;ALLEGRO Kereskedelmi, Kivitelezõ és Szolgáltató Korlátolt Felelõsségû Társaság;360294092;360294092;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7575_2008
62600;1 milliárd forint összegû folyószámla hitelkeret biztosítása;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);27000000;27000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7421_2008
62621;Balatonszárszó, Móra Ferenc u. 7. (hrsz: 1469) szám alatt található ingatlan tulajdonjogának megvásárlása;Budapest Fõváros XVI.Kerület Önkormányzat;Fancsalszki Róbert;58000000;58000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9239_2008
62632;Budapest, V. kerület Sas utca (József Attila és Arany János utca között) díszburkolat építés engedélyezési eljárásának lefolytatása és a kivitelezés megvalósítása.- eredmény;Belváros -Lipótváros Budapest Fõváros V. Ker. Önkormányzata;Penta Kft;273750000;273750000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_6867_2008
62635;Budapest XVI. kerületi önerõs útépítések I.;Budapest Fõváros XVI.Kerület Önkormányzat;MÉLYKÖZÉP MÉLY- ÉS KÖZMÜÉPITÖ KFT;2777635;2777635;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9444_2008
62636;Budapest XVI. kerületi önerõs útépítések I.;Budapest Fõváros XVI.Kerület Önkormányzat;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;8037180;8037180;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9444_2008
62637;Budapest XVI. kerületi önerõs útépítések I.;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;15454210;15454210;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9444_2008
62638;Budapest XVI. kerületi önerõs útépítések I.;Budapest Fõváros XVI.Kerület Önkormányzat;ROK-LA Építõipari Szolgáltató Kft.;17410289;17410289;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9444_2008
62639;Budapest XVI. kerületi önerõs útépítések I.;Budapest Fõváros XVI.Kerület Önkormányzat;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;18437226;18437226;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9444_2008
62647;I.részfeladat:ajánlatkérõ által a 2007. évre tervezett teljes szerkezetû út-, járda és egyes utcákban szennyvízcsatorna építése II. ütem,;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat;Magyar Aszfalt Korlátolt Felelõsségû Társaság;83918165;83918165;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7432_2008
62655;Nyílászárók cseréje a Budapest Fõváros X. kerület Kõbányai Önkormányzat intézményeiben, a dokumentációban foglaltak szerint.;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;FEHÉR ABLAK ABLAKGYÁRTÓ, SZOLGÁLTATÓ ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSA;118651018;118651018;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10017_2008
62656;Nyílászárók cseréje a Budapest Fõváros X. kerület Kõbányai Önkormányzat intézményeiben, a dokumentációban foglaltak szerint.;Budapest Fõváros X. Kerület Kõbányai Önkormányzat;FEHÉR ABLAK ABLAKGYÁRTÓ, SZOLGÁLTATÓ ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSA;95583412;95583412;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10017_2008
62696;Budapest XVI. kerületi önerõs útépítések II.;Budapest Fõváros XVI.Kerület Önkormányzat;MULTIPOOLEX ÉPITÖIPARI ÉS KERESKEDELMI KFT;143393524;143393524;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10538_2008
62710;Budapest XVI. kerületi önerõs útépítések III. - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;139535329;139535329;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11096_2008
62726;Budapest XIII.Kresz Géza utca (Victor Hugó u. - Csanády u. között), Dévai utca (Lehel u.-Szabolcs u. között),Võlegény utca (Gyöngyösi u.-rákospalotai út között), az út- és járda burkolatszerkezeteinek átépítése;Budapest Fõváros XIII. Kerületi Önkormányzat;SWIETELSKY Építõ Korlátolt Felelõsségû Társaság;15450000;15450000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9275_2008
62727;Budapest XIII.Kresz Géza utca (Victor Hugó u. - Csanády u. között), Dévai utca (Lehel u.-Szabolcs u. között),Võlegény utca (Gyöngyösi u.-rákospalotai út között), az út- és járda burkolatszerkezeteinek átépítése;Budapest Fõváros XIII. Kerületi Önkormányzat;SWIETELSKY Építõ Korlátolt Felelõsségû Társaság;18480000;18480000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9275_2008
62728;Budapest XIII.Kresz Géza utca (Victor Hugó u. - Csanády u. között), Dévai utca (Lehel u.-Szabolcs u. között),Võlegény utca (Gyöngyösi u.-rákospalotai út között), az út- és járda burkolatszerkezeteinek átépítése;Budapest Fõváros XIII. Kerületi Önkormányzat;SWIETELSKY Építõ Korlátolt Felelõsségû Társaság;12450000;12450000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_9275_2008
62740;étkezési utalványok beszerzése;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;LE CHÉQUE DÉJEUNER ÉTKEZÉSI UTALVÁNY GYÁRTO ÉS FORGALMAZO KFT;43743366;43743366;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8073_2008
62749;Budapest Fõváros II. kerület Polgármesteri Hivatal elõcsarnok felújítási és házasságkötõ terem kialakítás kiegészítõ munkák. Épületszerkezeti, építõmesteri, szak és szerelõipari munkák költségvetés kiírás szerinti;Budapest Fõváros Ii. Kerületi Önkormányzat;HÖSZER-TRADE ÉPITÖIPARI SZOLGÁLTATO ÉS KERESKEDELMI KFT;15000000;15000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10093_2008
62752;Budapest XVI. kerület Lemhényi Dezsõ Általános Iskola részleges felújítása és akadálymentesítése I. ütem - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;RENOVIT ÉPITÖIPARI KFT;59775918;59775918;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11741_2008
62778;Közterületi reklámgazda tevékenység ellátása;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;EUROPLAKÁT REKLÁM- ÉS HIRDETÉSSZERVEZÖ KFT;230000000;230000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8123_2008
62779;Budapest XVI. kerületi önerõs útépítések V. - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;129789387;129789387;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11893_2008
62889;Budapest Fõváros XVI. Ker. Önkormányzat hivatalos lapjának nyomdai szolgáltatása kiszállítással - eljárás eredménye;Budapest Fõváros XVI.Kerület Önkormányzat;Pannon Lapok Társasága Nyomdai Központ Betéti Társaság;11661000;11661000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12847_2008
62902;Tájékoztató az eljárás eredményérõl-Útépítések 2008.;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;17403361;17403361;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12501_2008
62903;Tájékoztató az eljárás eredményérõl-Útépítések 2008.;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;17982055;17982055;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12501_2008
62904;Tájékoztató az eljárás eredményérõl-Útépítések 2008.;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;13683038;13683038;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12501_2008
62905;Tájékoztató az eljárás eredményérõl-Útépítések 2008.;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;10448302;10448302;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12501_2008
62914;Szabályozási tervek;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;5760000;5760000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13136_2008
62915;Szabályozási tervek;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;6360000;6360000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13136_2008
62916;Szabályozási tervek;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;9960000;9960000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13136_2008
62917;Szabályozási tervek;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;BUDAPEST FÖVÁROS VÁROSÉPITÉSI TERVEZÖ KFT /BFVT KFT/;6960000;6960000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13136_2008
62924;Budapest XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;NEMESGÉP 2000 IPARI ÉS SZOLGÁLTATO KFT;16949460;16949460;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13277_2008
62925;Budapest XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;NEMESGÉP 2000 IPARI ÉS SZOLGÁLTATO KFT;14944050;14944050;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13277_2008
62926;Budapest XV. kerületi útfelújítások;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;NEMESGÉP 2000 IPARI ÉS SZOLGÁLTATO KFT;124369291;124369291;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13277_2008
62939;?Átmeneti Gyermekotthon (Breznó köz) rekonstrukciója során tervezõi mûvezetés ellátása?;Budapest Fõváros Önkormányzata;KUGLER ÉS TÁRSAI TERVEZÖIRODA KFT;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_8576_2008
62985;A Budapest, IX. Liliom utca Üllõi út - Tompa u. közötti szakaszának felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;Penta Kft;92339083;92339083;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10438_2008
62994;Járdatakarítás és mosás 2008.;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;KAMILLA Munkahelyteremtõ Nonprofit Kiemelten Közhasznú Korlátolt Felelõsségû Társaság;21340800;21340800;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10201_2008
62995;Járdatakarítás és mosás 2008.;Budapest Fõváros VII. Ker. Erzsébetváros Önkormányzata;KAMILLA Munkahelyteremtõ Nonprofit Kiemelten Közhasznú Korlátolt Felelõsségû Társaság;24595200;24595200;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10201_2008
62996;2008-2009. évi intézmény-felújítások és karbantartások kivitelezése;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;DOWEX Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;547000000;547000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10199_2008
63010;Földutak szilárd burkolattal való ellátása 2008.;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;355817495;355817495;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11599_2008
63011;Földutak szilárd burkolattal való ellátása 2008.;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;296620388;296620388;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11599_2008
63081;4309/XVI. Ker./08 - takarítás;XVI.Kerület Kertvárosi Egészségügyi Szolgálata;FÉNYSZIGET ÉPÍTÕIPARI KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;54313020;54313020;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12036_2008
63101;Sportpálya mûfû burkolatának cseréje és telepítése, a szükséges alépítményi munkálatok elvégzése, világítás kiépítése. (ajánlati tájékoztató);Budapest Fõváros Ii. Kerületi Önkormányzat;MAGYAR ASZFALT KFT;239500000;239500000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12204_2008
63170;Budapest, XXIII. kerület Molnár sziget - víznyomócsõ hálózat építése;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;Deponátor Magas- és Mélyépítõ Szolgáltató Kft.;70319123;70319123;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13147_2008
63269;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 22, 27, 28, 29, 35, 36., Nagytemplom utca 30. és a Szigony utca 25. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;Édes-N Kereskedelmi és Szolgáltató Betéti Társaság;3439000;3439000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15611_2008
63270;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 22, 27, 28, 29, 35, 36., Nagytemplom utca 30. és a Szigony utca 25. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;B-B BETON BETON- ÉS BETONELEMGYÁRTÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;9730000;9730000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15611_2008
63271;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 22, 27, 28, 29, 35, 36., Nagytemplom utca 30. és a Szigony utca 25. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;B-B BETON BETON- ÉS BETONELEMGYÁRTÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;539000;539000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15611_2008
63272;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 22, 27, 28, 29, 35, 36., Nagytemplom utca 30. és a Szigony utca 25. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;SZ-BAU 2000 Építõipari Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;1000000;1000000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15611_2008
63273;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 22, 27, 28, 29, 35, 36., Nagytemplom utca 30. és a Szigony utca 25. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;Édes-N Kereskedelmi és Szolgáltató Betéti Társaság;3100000;3100000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15611_2008
63274;Corvin Sétány Program területén lévõ Leonardó Da Vinci utca 22, 27, 28, 29, 35, 36., Nagytemplom utca 30. és a Szigony utca 25. épületek bontása;Budapest Fõváros VIII. Kerület Józsefvárosi Önkormányzat Polgármesteri Hivatal;SZ-BAU 2000 Építõipari Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;8950000;8950000;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15611_2008
63284;Vállalkozási szerzõdés 1100 m2 alapterületen az építõmesteri és szakipari munkálatok elkészítése tárgyában.;Budapest Fõváros VI. Kerület Terézváros Önkormányzata;KIPSZER Fõvállalkozási és Tervezõ Zártkörûen Mûködõ Részvénytársaság;155126258;155126258;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15024_2008
63309;Budapest XVI. kerületi önerõs útépítések VI. - tájékoztató az eljárás eredményérõl;Budapest Fõváros XVI.Kerület Önkormányzat;SWIETELSKY Magyarország Korlátolt Felelõsségû Társaság;115861752;115861752;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15702_2008
63334;Felújítási munkák (tetõfelújítás, elektromos fõvezeték, víz, csatorna, gáz-fõvezeték felújítás, melléképület bontás);Budapest Fõváros XIV. Kerület Zugló Önkormányzata;ÉPÍTÕ 960 Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;4229478;4229478;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16009_2008
63335;Felújítási munkák (tetõfelújítás, elektromos fõvezeték, víz, csatorna, gáz-fõvezeték felújítás, melléképület bontás);Budapest Fõváros XIV. Kerület Zugló Önkormányzata;FLOTTA-FORM Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;7592355;7592355;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16009_2008
63336;Felújítási munkák (tetõfelújítás, elektromos fõvezeték, víz, csatorna, gáz-fõvezeték felújítás, melléképület bontás);Budapest Fõváros XIV. Kerület Zugló Önkormányzata;FLOTTA-FORM Építõipari és Szolgáltató Korlátolt Felelõsségû Társaság;15307159;15307159;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16009_2008
